Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
440818,5900000000;4472193,0700000000;16-06-2008;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;119;CargayDescarga;Batería;2;12;LAB. DE 8 A 14 H Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6973833150;40.3982412030
441114,2800000000;4471560,3800000000;19-11-2019;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;194;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30  A 19 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA ;-3.6938406600;40.3925627330
441811,1700000000;4471884,4900000000;08-04-2008;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA NAOS, CALLE, DE LA;5;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6856595100;40.3955315130
440966,6500000000;4472473,4100000000;05-08-2003;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;17;CargayDescarga;Línea;3;17,13;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 1 HORA;-3.6956647280;40.4007777440
440805,5200000000;4472485,2300000000;05-08-2003;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;33;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 1 HORA;-3.6975645420;40.4008727980
441342,2700000000;4471654,9500000000;06-09-2004;02  ARGANZUELA;02-05 DELICIAS;GRANITO, CALLE, DEL;30;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6911631710;40.3934308780
441729,7200000000;4472266,4400000000;07-05-2008;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;1;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6866542220;40.3989666820
441184,1500000000;4471961,1200000000;31-07-2012;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;13;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6930544470;40.3961775810
441211,4600000000;4472033,1400000000;22-01-1996;02  ARGANZUELA;02-05 DELICIAS;JUANA DOÑA, CALLE, DE;5;CargayDescarga;Línea;3;15,5;LABORABLES DE 9 A 14H. Y DE 16.30 A 20H.EXCEPTO CARGA Y DESCARGA;-3.6927392630;40.3968289760
441959,0500000000;4471753,3700000000;13-05-2021;02  ARGANZUELA;02-05 DELICIAS;NEBULOSAS, CALLE, DE LAS;2 B;CargayDescarga;Línea;1;7;LAB. DE LUNES A VIERNES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6839052280;40.3943611900
441419,0800000000;4471614,4800000000;20-04-2007;02  ARGANZUELA;02-05 DELICIAS;PLOMO, CALLE, DEL;15;CargayDescarga;Línea;1;6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6902544600;40.3930720920
441427,1500000000;4471885,7000000000;22-07-2003;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;60;CargayDescarga;Línea;4;18;EXCEPTO CARGA Y DESCARGA;-3.6901843300;40.3955155850
441101,2300000000;4472104,9900000000;17-02-2012;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;13;CargayDescarga;Línea;2;12,2;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6940448620;40.3974685120
441015,0000000000;4472104,6300000000;19-06-2014;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;12;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 HEXCEPTO CARGA Y DESCARGA;-3.6950607740;40.3974586570
441308,9400000000;4472063,3900000000;15-03-2010;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;52;CargayDescarga;Línea;2;10,36;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6915935200;40.3971077780
441481,9300000000;4472427,0900000000;12-03-2010;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;Fte 11;CargayDescarga;Línea;4;20;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6895886830;40.4003968420
440468,5500000000;4472946,9500000000;01-07-2010;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;2;CargayDescarga;Línea;3;16,15;LABORABLES DE 7 A 18 H. EXCEPTO CARGA Y DESCARGA;-3.7015783400;40.4050076050
441241,2200000000;4472705,3900000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;10;CargayDescarga;Línea;3;13,4;lab. de 8 a 14 hy de 16.30 a 19 hexcepto:[CARGA YDESCARGA];-3.6924507220;40.4028863430
441194,1700000000;4472723,9700000000;02-07-2014;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;3;CargayDescarga;Línea;3;14,06;LABORABLES DE 8:00 A 17:00 HEXCEPTO CARGA Y DESCARGA;-3.6930068920;40.4030510690
440969,4500000000;4472906,8100000000;12-03-2003;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;1;CargayDescarga;Línea;3;15,1;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA] ;-3.6956718900;40.4046823940
441338,7300000000;4472468,1700000000;16-05-2006;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;17;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6912797680;40.4007564300
441268,1700000000;4472590,2500000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;31;CargayDescarga;Línea;3;11,96;Lab. de 9 a 20 hexcepto: CARGA Y DESCARGA;-3.6921225890;40.4018512950
441168,4500000000;4472598,3000000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;21;CargayDescarga;Línea;3;15,8;lab. de 8 a 14 hy de 16.30 a 19 hexcepto:[CARGA YDESCARGA];-3.6932983550;40.4019172430
441482,9200000000;4472573,1700000000;07-02-2005;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;49;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6895904020;40.4017127540
441407,4600000000;4472579,0900000000;09-04-2007;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;45;CargayDescarga;Línea;1;6,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6904800910;40.4017610540
441056,0400000000;4472847,2000000000;03-08-2011;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;8;CargayDescarga;Línea;3;15;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA] ;-3.6946459520;40.4041509190
441290,4600000000;4472829,2600000000;03-09-2018;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;28;CargayDescarga;Línea;2;24;LAB. DE 8 A 19:00 H EXCEPTO CARGA Y DESCARGA ;-3.6918819460;40.4040065330
441160,3600000000;4473089,5100000000;15-12-2001;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;10;CargayDescarga;Línea;6;30,1;lab. de 8 a 14 h.y de 16,30 a 19 h.excepto:[CARGA YDESCARGA];-3.6934390170;40.4063416230
441139,2800000000;4472869,1500000000;14-12-2001;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;32;CargayDescarga;Línea;4;20;lab. de 8 a 14 hy de 16.30 a 19 hexcepto:[CARGA YDESCARGA];-3.6936671110;40.4043548910
441125,8600000000;4472517,2300000000;20-02-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;55;CargayDescarga;Línea;5;25;LABORABLES DE LUNES A VIERNES DE 8 A 14 H. Y DE 16:30 A 19 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6937927610;40.4011836270
441128,2800000000;4472755,0800000000;20-02-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;42;CargayDescarga;Línea;3;15,25;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6937862290;40.4033263750
441184,0100000000;4473118,9200000000;20-02-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;5;CargayDescarga;Línea;4;19,4;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6931630800;40.4066081050
441151,1400000000;4472779,7600000000;19-06-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;41;CargayDescarga;Línea;10;52,6;Lab. de 9 a 20 h. excepto: CARGA Y DESCARGA;-3.6935191160;40.4035500580
441161,3100000000;4472887,7800000000;08-03-2017;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;23;CargayDescarga;Línea;11;56;LABORABLES  DE 08:00 A 17:00  EXCEPTO CARGA Y DESCARGA;-3.6934092230;40.4045243150
441052,2500000000;4472486,7300000000;05-08-2003;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;6;CargayDescarga;Línea;3;19,6;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 1 HORA;-3.6946572390;40.4009037380
440803,2900000000;4472504,8500000000;15-12-2017;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;36;CargayDescarga;Línea;2;13;LAB. DE 8:00 A 15:00 EXCEPTO CARGA Y DESCARGA;-3.6975925020;40.4010494980
440745,3600000000;4472838,5200000000;10-11-1997;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;14A;CargayDescarga;Línea;2;11,9;Lab. de 9 a 14 h y de 16.30 a 20 hexcepto: CARGA Y DESCARGA;-3.6983062360;40.4040507650
440661,3200000000;4473022,7900000000;25-03-2021;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;2;CargayDescarga;Línea;2;11,4;LABORABLES DE 9 A 13 H Y DE 16 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6993137820;40.4057052380
441370,3100000000;4472674,2600000000;20-05-2005;02  ARGANZUELA;02-06 PALOS DE MOGUER;GENERAL LACY, CALLE, DEL;28;CargayDescarga;Batería;6;15,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6909266540;40.4026158500
440890,1300000000;4472876,3400000000;29-11-2002;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;9;CargayDescarga;Línea;4;20;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA] ;-3.6966038060;40.4044018170
441092,6100000000;4472545,0000000000;21-02-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;LUCA DE TENA, PLAZA, DE;9;CargayDescarga;Línea;3;15,1;LABORABLES DE LUNES A VIERNES DE 8 A 14 H. Y DE 16:30 A 19 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6941870130;40.4014309160
440952,5100000000;4473088,6800000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARQUES DE LA VALDAVIA, CALLE, DEL;3;CargayDescarga;Línea;3;13,5;lab. de 8 a 14 h.y de 16,30 a 19 h.excepto:[CARGA YDESCARGA];-3.6958883540;40.4063191050
440922,8600000000;4472671,4100000000;19-11-2009;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARTIN SOLER, CALLE, DE;9;CargayDescarga;Línea;3;15;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA];-3.6961990120;40.4025580390
440871,9100000000;4472676,3100000000;28-06-2018;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARTIN SOLER, CALLE, DE;3;CargayDescarga;Línea;7;40;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 H EXCEPTO CARGA Y DESCARGA MAXIMO 20 MINUTOS ;-3.6967999300;40.4025985470
441266,8200000000;4473095,6400000000;12-06-1996;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;14;CargayDescarga;Línea;3;18,2;lab. de 8 a 14 h.y de 16,30 a 19 h.excepto:[CARGA YDESCARGA];-3.6921850980;40.4064037310
441214,5400000000;4473158,5800000000;29-10-2007;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;2;CargayDescarga;Línea;3;15;lab. de 8 a 14 h. y de 16,30 a 19 h. excepto: [CARGA Y DESCARGA];-3.6928069870;40.4069670060
441739,4400000000;4472496,5200000000;12-04-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;32 A;CargayDescarga;Línea;1;6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6865607730;40.4010402160
440890,1600000000;4472751,6300000000;25-11-2019;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;15;CargayDescarga;Línea;1;7;LAB. DE 8 A 14.30 H EXCEPTO CARGA Y DESCARGA;-3.6965918890;40.4032780750
441116,8400000000;4472777,6200000000;21-02-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;PEDRO UNANUE, CALLE, DE;24;CargayDescarga;Línea;2;12,7;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6939230510;40.4035289160
441270,1500000000;4472916,9000000000;14-11-1995;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;14;CargayDescarga;Línea;3;14,1;LABORABLES DE 8 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6921293500;40.4047943500
441259,0400000000;4472774,4700000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;26;CargayDescarga;Línea;2;11,8;Lab. de 9 a 20 hexcepto: CARGA Y DESCARGA;-3.6922471500;40.4035101800
441246,4400000000;4472624,7700000000;01-01-1900;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;38;CargayDescarga;Línea;3;14,1;Lab. de 9 a 20 hexcepto: CARGA Y DESCARGA;-3.6923816800;40.4021605780
440927,8600000000;4472887,9400000000;17-07-2003;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;34;CargayDescarga;Línea;3;15;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA];-3.6961602220;40.4045090170
441004,8800000000;4472969,7100000000;01-07-2010;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;25;CargayDescarga;Línea;4;19,9;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA] ;-3.6952602200;40.4052511120
441096,4300000000;4473099,6900000000;01-07-2010;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;9;CargayDescarga;Línea;4;19,6;lab. de 8 a 14 h.y de 16,30 a 19 h.excepto:[CARGA YDESCARGA];-3.6941934300;40.4064285400
440702,9300000000;4472573,4100000000;01-07-2010;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;60;CargayDescarga;Línea;2;11;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA];-3.6987815040;40.4016593540
440893,2600000000;4472816,9300000000;01-07-2010;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;35;CargayDescarga;Línea;2;10,2;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA] ;-3.6965613500;40.4038671900
440821,7500000000;4472715,8700000000;05-03-2012;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;41;CargayDescarga;Línea;9;47,7;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H., EXCEPTO CARGA Y DESCARGA. MÁXIMO 30 MINUTOS;-3.6973946600;40.4029516030
440502,4400000000;4472854,2900000000;27-01-2020;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN ELCANO, CALLE, DE;3;CargayDescarga;Línea;2;15;LAB. DE 7 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7011702230;40.4041752120
440680,9600000000;4472839,4100000000;22-01-1996;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN HERRERA, CALLE, DE;19;CargayDescarga;Línea;2;10,4;Lab. de 9 a 20 hexcepto: CARGA Y DESCARGA;-3.6990652900;40.4040542610
440916,1000000000;4472567,2900000000;12-07-2006;02  ARGANZUELA;02-06 PALOS DE MOGUER;TARRAGONA, CALLE, DE;Fte 20B;CargayDescarga;Línea;2;9,7;lab. de 8 a 14 h y de 16.30 a 19 h excepto: [CARGA Y DESCARGA];-3.6962689700;40.4016201070
440572,5800000000;4473004,6900000000;19-08-2009;02  ARGANZUELA;02-06 PALOS DE MOGUER;VALENCIA, RONDA, DE;3;CargayDescarga;Línea;2;12;lab. de 8 a 14 h. y de 16.30 a 19 h. excepto:  CARGA Y                 DESCARGA];-3.7003577680;40.4055351270
441829,7700000000;4472435,2400000000;21-03-2014;02  ARGANZUELA;02-07 ATOCHA;MENDEZ ALVARO, CALLE, DE;21;CargayDescarga;Línea;2;15;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6854906600;40.4004941300
442487,7900000000;4471910,6000000000;26-01-2006;02  ARGANZUELA;02-07 ATOCHA;OMBU, CALLE, DEL;16;CargayDescarga;Línea;1;5;;-3.6776896100;40.3958135800
442685,8200000000;4471762,5700000000;14-11-1997;02  ARGANZUELA;02-07 ATOCHA;RETAMA, CALLE, DE LA;3;CargayDescarga;Línea;3;15;LABORABLES DE 9 A 14 H Y DE 16.30 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6753431190;40.3944942880
442812,9600000000;4473125,8300000000;25-06-1996;03  RETIRO;03-01 PACÍFICO;ABTAO, CALLE, DE;48;CargayDescarga;Línea;5;25;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6739673900;40.4067838310
442530,3800000000;4472691,0600000000;17-07-2000;03  RETIRO;03-01 PACÍFICO;ABTAO, CALLE, DE;2;CargayDescarga;Batería;6;15,4;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6772582870;40.4028478980
442617,6600000000;4472841,0200000000;25-05-2010;03  RETIRO;03-01 PACÍFICO;ABTAO, CALLE, DE;11;CargayDescarga;Línea;4;21;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6762432930;40.4042044900
441999,9100000000;4472926,4000000000;27-02-2003;03  RETIRO;03-01 PACÍFICO;ANTONIO NEBRIJA, CALLE, DE;2;CargayDescarga;Línea;4;13,22;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6835306860;40.4049311150
442668,8400000000;4472591,2400000000;07-08-2013;03  RETIRO;03-01 PACÍFICO;CARIDAD, CALLE, DE LA;3;CargayDescarga;Línea;3;18,6;Laborables de lunes a viernes, de 8 a 14h, y de 16.30 a 19.00h, excepto carga y descarga;-3.6756176800;40.4019577510
442892,7900000000;4472893,9100000000;02-06-2003;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;47;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6730059090;40.4047002700
442747,5300000000;4472968,2800000000;18-09-2008;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;42;CargayDescarga;Línea;2;12;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6747243240;40.4053596880
442680,0200000000;4473034,9200000000;10-08-2016;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;25;CargayDescarga;Línea;3;25;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6755259490;40.4059553920
442797,7100000000;4472956,2200000000;02-12-2016;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;37;CargayDescarga;Línea;3;14,28;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6741320000;40.4052548940
442205,1900000000;4472796,2000000000;18-05-2004;03  RETIRO;03-01 PACÍFICO;COMERCIO, CALLE, DEL;1;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6810997970;40.4037723080
443015,9400000000;4472938,4600000000;25-10-1996;03  RETIRO;03-01 PACÍFICO;DOCTOR ESQUERDO, CALLE, DEL;140;CargayDescarga;Línea;7;34;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6715586750;40.4051093620
442914,0700000000;4472791,8300000000;14-02-2019;03  RETIRO;03-01 PACÍFICO;DOCTOR ESQUERDO, CALLE, DEL;150;CargayDescarga;Línea;2;10;LAB. DE 8 A 14:30 H EXCEPTO CARGA Y DESCARGA;-3.6727459010;40.4037821630
442217,0500000000;4473089,7500000000;30-09-2015;03  RETIRO;03-01 PACÍFICO;FUENTERRABIA, CALLE, DE;6;CargayDescarga;Línea;4;25;LAB. DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3.6809866960;40.4064172530
442695,2800000000;4472698,5300000000;25-03-2004;03  RETIRO;03-01 PACÍFICO;GRANADA, CALLE, DE;46;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6753158460;40.4029262210
442662,1900000000;4472719,8200000000;23-10-2000;03  RETIRO;03-01 PACÍFICO;GRANADA, CALLE, DE;44;CargayDescarga;Línea;2;11,6;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6757075770;40.4031155840
442417,6800000000;4472884,7800000000;23-05-2000;03  RETIRO;03-01 PACÍFICO;GRANADA, CALLE, DE;19;CargayDescarga;Línea;3;15,8;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA EN LINEA ;-3.6786038210;40.4045851630
442216,0600000000;4473038,9300000000;26-03-2004;03  RETIRO;03-01 PACÍFICO;GUTENBERG, CALLE, DE;9;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6809938000;40.4059595740
442163,8900000000;4472915,3700000000;01-01-1900;03  RETIRO;03-01 PACÍFICO;GUTENBERG, CALLE, DE;2;CargayDescarga;Batería;5;13,46;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6815973540;40.4048428800
442562,7700000000;4472512,6100000000;23-10-2002;03  RETIRO;03-01 PACÍFICO;HOYUELO, CALLE, DE;1;CargayDescarga;Línea;2;7,58;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6768604830;40.4012421840
442445,6000000000;4473134,6800000000;01-01-1900;03  RETIRO;03-01 PACÍFICO;JOSE SANCHEZ PESCADOR, CALLE, DE;1;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6782973460;40.4068377470
442478,4500000000;4472821,1000000000;11-09-2001;03  RETIRO;03-01 PACÍFICO;JUAN DE URBIETA, CALLE, DE;12;CargayDescarga;Línea;3;14,7;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6778820090;40.4040154140
442546,3800000000;4472926,4400000000;11-12-1997;03  RETIRO;03-01 PACÍFICO;JUAN DE URBIETA, CALLE, DE;22;CargayDescarga;Línea;3;14,8;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6770909260;40.4049688160
442375,7800000000;4472690,0500000000;04-01-2018;03  RETIRO;03-01 PACÍFICO;LEON GIL DE PALACIO, CALLE, DE;2;CargayDescarga;;3;15;'Días laborables de lunes a viernes de 8 a 20h y sábados de 8 a 15h. Excepto carga y descarga en línea';-3.6790800070;40.4028281310
442617,0800000000;4473171,2300000000;05-02-2003;03  RETIRO;03-01 PACÍFICO;MEDITERRANEO, AVENIDA, DEL;14;CargayDescarga;Línea;3;14;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6762799050;40.4071790580
442296,8600000000;4472978,0100000000;03-10-2002;03  RETIRO;03-01 PACÍFICO;MENENDEZ PELAYO, AVENIDA, DE;113;CargayDescarga;Línea;3;14,65;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6800359870;40.4054163530
442340,0700000000;4472824,7200000000;21-03-2003;03  RETIRO;03-01 PACÍFICO;NARCISO SERRA, CALLE, DE;Fte 1;CargayDescarga;Batería;6;6,1;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6795129340;40.4040385610
442688,9700000000;4472731,9000000000;23-10-2000;03  RETIRO;03-01 PACÍFICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;7;CargayDescarga;Línea;2;11,9;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6753931950;40.4032268520
442910,6400000000;4473071,6400000000;09-11-2018;03  RETIRO;03-01 PACÍFICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;41;CargayDescarga;Línea;2;12;LAB. 08:00 A 14:00 H  Y DE 16.30 A 19:00  H EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6728115050;40.4063018590
442235,3300000000;4472692,0400000000;28-07-1997;03  RETIRO;03-01 PACÍFICO;TELLEZ, CALLE, DE;18;CargayDescarga;Línea;3;14,2;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6807351100;40.4028360950
